code,name,Artista,Musica,Letra
03679,03679.mp4,Titãs,Polícia,Dizem que ela existe pra ajudar
03680,03680.mp4,Tim Maia,Primavera,Quando o inverno chegar
03681,03681.mp4,Peppino Di Capri,Roberta,Lo sai non é vero che non ti voglio piú
03682,03682.mp4,Gino Paoli,Sapore Di Sale,Sapore di sale sapore di mare
03683,03683.mp4,João Mineiro e Marciano,Seu Amor Ainda É Tudo,Muito prazer em revê-la
03684,03684.mp4,Exaltasamba,Sincera,Mais que amiga foi um xodó
03685,03685.mp4,Chitãozinho e Xororó,Só Quem Amou Demais,Se já doeu demais a falta desse amor
03686,03686.mp4,Kid Abelha,Te Amo Pra Sempre,Na na na na na na na
03687,03687.mp4,Raul Seixas,Trem Das 7,"Ói, ói o trem"
03688,03688.mp4,Paralamas do Sucesso,Você,Você é algo assim é tudo pra mim
03689,03689.mp4,Mastruz Com Leite,Vou Te Matar De Cheiro,Tô doidinha pra me deitar naquela cama
03690,03690.mp4,Bobby Solo,Zíngara,Prendi questa mano zíngara
03691,03691.mp4,É O Tchan,A Lourinha,Sei que a lourinha geladinha
03692,03692.mp4,Fafá de Belém,Abandonada,Abandonada por você
03693,03693.mp4,Negritude Júnior,Absoluta,Não seja deselegante tentando dar
03694,03694.mp4,Pirilampo E Saracura,Boiadeiro Errante,Eu venho vindo de uma querência
03695,03695.mp4,Yahoo,Caminhos Do Sol,Sem você a vida pode parecer
03696,03696.mp4,Fagner,Canteiros,Quando penso em você
03697,03697.mp4,Nélson Gonçalves,Carinhoso,Meu coração não sei por que
03698,03698.mp4,Benito Di Paula,Charlie Brown,"Eh, meu amigo Charlie"
03699,03699.mp4,Kid Abelha,Como Eu Quero,Diz prá eu ficar muda faz cara de mistério
03700,03700.mp4,Roberto Carlos,Como Vai Você ?,Como vai você eu preciso saber da sua vida
03701,03701.mp4,Rita Pavone,Datemi Un Martelo (Remix),Datemi um martelo che cosa ne vuoi fare?
03702,03702.mp4,É O Tchan,Dengo De Mulheres,Toda moça tem um dengo
03703,03703.mp4,Jerry Adriani,Diana,Não te esqueças meu amor
03704,03704.mp4,Chitãozinho e Xororó,É Assim Que Te Amo,Sem me pedir você chegou assim
03705,03705.mp4,Leandro e Leonardo,É Por Você Que Canto,Quanto mais o tempo passa
03706,03706.mp4,Chitãozinho e Xororó,Ela Não Vai Mais Chorar,Por tantas vezes eu menti
03707,03707.mp4,Erasmo Carlos,Festa De Arromba,Vejam só que festa de arromba
03708,03708.mp4,Fábio Júnior,Impossível Acreditar Que Perdi Você,"Não, eu não consigo acreditar"
03709,03709.mp4,Mara Maravilha,Jesus Cristo,"Jesus Cristo, Jesus Cristo"
03710,03710.mp4,Grupo União,Jura De Amor,Você veio de repente e reacendeu
03711,03711.mp4,É O Tchan,Malhação,Vou lhe dizer é bom malhar
03712,03712.mp4,Os Magníficos,Me Usa,Momentos de amor quero com você
03713,03713.mp4,Yahoo,Mordida De Amor,Quando faz amor se olha no espelho
03714,03714.mp4,Asa De Águia,Não Tem Lua,Não tem lua que faça você me amar
03715,03715.mp4,Razão Brasileira,Naturalmente,Entre nós dois talvez possa acontecer
03716,03716.mp4,Leandro e Leonardo,Pimba,Pode crer rapaziada tudo em nome
03717,03717.mp4,Companhia do Pagode,Pingos De Lágrima,Pingos de lágrima molharam o meu rosto
03718,03718.mp4,Moraes Moreira,Pombo-Correio,Pombo-correio voa depressa
03719,03719.mp4,Diana,Porque Brigamos,Quanto mais eu penso em lhe deixar
03720,03720.mp4,Grupo Malícia,Primeiro Beijo,Pára de tanta bobagem só pra me
03721,03721.mp4,Jorge Benjor,Que Maravilha,Lá fora está chovendo
03722,03722.mp4,Jorge Benjor,Que Pena,Ela já não gosta mais de mim
03723,03723.mp4,Caetano Veloso,Queixa,Um amor assim delicado
03724,03724.mp4,Gilberto Gil,Se Eu Quiser Falar Com Deus,Se eu quiser falar com Deus
03725,03725.mp4,Laura Pausini,Se Fué,Ya no responde ni al teléfono
03726,03726.mp4,Adalberto E Adriano,Separação,Qual terá sido o motivo da ...
03727,03727.mp4,Selma Reis,Sombra Em Nosso Olhar,"Sei, só não sei porque penso em você"
03728,03728.mp4,Lulu Santos,Tão Bem,Ela me encontrou eu tava por aí
03729,03729.mp4,Elis Regina,Tiro Ao Álvaro,De tanto levar frechada do teu olhar
03730,03730.mp4,Lulu Santos,Toda Forma De Amor,Eu não pedi pra nascer
03731,03731.mp4,Cazuza,Todo Amor Que Houver Nesta Vida,Eu quero a sorte de um amor tranqüilo
03732,03732.mp4,Banda Cheiro de Amor,Todo Mundo Dança,Todo mundo dança move corpo
03733,03733.mp4,Emílio Santiago e  Verônica Sabino,Tudo Que Se Quer,Olha nos meus olhos esquece
03734,03734.mp4,Paulo Sérgio,Última Canção,Esta é a última canção que eu faço
03735,03735.mp4,Paulo Diniz,Um Chopp Pra Distrair,"Ela passou, deixando um sorriso no chão"
03736,03736.mp4,Leno,A Pobreza,Todo mundo tem um amor na vida
03737,03737.mp4,Agnaldo Rayol,A Praia,Em plena praia no céu azul...
03738,03738.mp4,João Mineiro e Marciano,Aline,Ontem retornei na areia
03739,03739.mp4,Agnaldo Rayol,Amigos Para Sempre,Eu não tenho nada pra dizer
03740,03740.mp4,Katinguelê,Apelo De Quem Ama,Quando eu me encontrar
03741,03741.mp4,Caetano Veloso,Beleza Pura,Não me amarra dinheiro não
03742,03742.mp4,Luiz Ayrão,Bola Dividida,Será que essa gente percebeu
03743,03743.mp4,Roberto Leal,Casa Portuguesa,Numa casa portuguesa fica bem
03744,03744.mp4,Simony,Certas Coisas,Não existiria som
03745,03745.mp4,Tom Jobim,Chega De Saudade,"Vai, minha tristeza e diz a ela que"
03746,03746.mp4,Sílvio Brito,Cidadão,Tá vendo aquele edifício moço?
03747,03747.mp4,Katinguelê,Cilada,"Eh, mulher me comovi com sua história"
03748,03748.mp4,Karametade,Decisão,Há tanto tempo queria te falar
03749,03749.mp4,Só Pra Contrariar,Depois Do Prazer,Tô fazendo amor com outra pessoa
03750,03750.mp4,Shakira,Dónde Estás Corazón,Dónde estás corazón?
03751,03751.mp4,Roberto Carlos,Eu Preciso De Você,Eu preciso de você
03752,03752.mp4,Marina,Eu Te Amo Você,"Acho que não sei não, eu não queria"
03753,03753.mp4,Kid Abelha E A.Selvagens,Fixação,Seu rosto na TV parece um milagre
03754,03754.mp4,João Paulo e Daniel,Hoje Eu Sei,Outra vez eu cheguei tarde
03755,03755.mp4,14 Bis,Linda Juventude,"Zabelê, zumbi, besouro ..."
03756,03756.mp4,Gilberto Gil,Maracatu Atômico,Atrás do arranha-céu tem o céu
03757,03757.mp4,Milton Nascimento,Maria Maria,"Maria, Maria é um dom"
03758,03758.mp4,Jorge Benjor,Mas Que Nada,O aria raiô obá obá obá
03759,03759.mp4,É O Tchan,Melô Do Tchaco Ii,Frente do tchaco pro lado e pra trás
03760,03760.mp4,Raul Seixas,Metamorfose Ambulante,Eu prefiro ser essa metamorfose
03761,03761.mp4,Clara Nunes,O Mar Serenou,O mar serenou quando ela pisou
03762,03762.mp4,Negritude Júnior,Olhos Vermelhos,As coisas já não andam bem pra mim
03763,03763.mp4,Cavalo De Pau,Padecer No Paraíso,Eu vivi todo esse tempo só pra você
03764,03764.mp4,Chitãozinho e Xororó,Pé Na Estrada,"Pé na estrada, lá vamos nós outra vez"
03765,03765.mp4,Paulo Diniz,Pingos De Amor,A vida passa
03766,03766.mp4,Negritude Júnior,Que Dure Para Sempre,Você está aí sozinha
03767,03767.mp4,É O Tchan,Ralando O Tchan,Essa é a mistura do Brasil com o Egito
03768,03768.mp4,Zezé Di Camargo e Luciano,Rédeas Do Possante,Cada palmo dessa estrada
03769,03769.mp4,Paralamas do Sucesso,Romance Ideal,Ela é só uma menina e eu pagando
03770,03770.mp4,João Paulo e Daniel,Rosto Molhado,Enxugue o rosto meu amor
03771,03771.mp4,Elza Soares,Samba Da Minha Terra,O samba da minha terra deixa
03772,03772.mp4,Milton Carlos,Samba Quadrado,Eu fiz um samba quadrado
03773,03773.mp4,Zezé Di Camargo e Luciano,Saudade Dos Beatles,Às vezes volto no tempo
03774,03774.mp4,Titãs,Sonífera Ilha,Não posso mais viver assim
03775,03775.mp4,Ara Ketu,Tentação,No meu corpo ficou a lembrança
03776,03776.mp4,Deborah Blando,Unicamente,Vem sentir a era das águas
03777,03777.mp4,Benito Di Paula,Vai Ficar Na Saudade,Você cortou o barato do meu amor
03778,03778.mp4,Milton Nascimento / M. Valle,Viola Enluarada,A mão que toca um violão
03779,03779.mp4,João Paulo e Daniel,Você Só Me Faz Feliz,É nesse sonho que eu me encontro
03780,03780.mp4,Maria Bethânia,Volta Por Cima,"Chorei, não procurei esconder"
03781,03781.mp4,Companhia do Pagode,A Dança Do Robô,Essa é a nova dança que nós
03782,03782.mp4,Carnaval,Allah La Óh,"Allahh lá oh,oh,oh,oh,oh,oh,oh"
03783,03783.mp4,Carnaval,Aurora,"Se você fosse sincera ô,ô,ô,ô"
03785,03785.mp4,Carnaval,Cachaça,Você pensa que cachaça é água
03786,03786.mp4,Leandro e Leonardo,Cerveja,Hoje é sexta - feira chega de canseira
03787,03787.mp4,Carnaval,Coração De Jacaré,Trocaram o coração da minha sogra
03788,03788.mp4,Exaltasamba,Dez A Um,Quantas vezes dormi com o astro rei
03789,03789.mp4,Adryana Ribeiro,E Agora ?,E agora como é que eu vou...
03790,03790.mp4,João Paulo e Daniel,Ela Tem O Dom De Me Fazer Chorar,"Deus, hoje eu vim aqui"
03791,03791.mp4,Katinguelê,Engraçadinha,Linda de viver
03792,03792.mp4,Gilberto Gil,Estrela,Há de surgir uma estrela no céu
03793,03793.mp4,João Paulo e Daniel,Eu Me Amarrei,"Eu me amarrei, eu me amarrei"
03794,03794.mp4,Netinho,Fim De Semana,Fim de semana é sexta - feira
03795,03795.mp4,Jorge Benjor,Fio Maravilha,Novamente ele chegou com
03796,03796.mp4,Amelinha,Frevo Mulher,"Quantos aqui ouvem, os olhos"
03797,03797.mp4,Art Popular,Fricote,Você é meu amor te quero de novo
03798,03798.mp4,Leandro e Leonardo,Horizonte Azul,O que mais me dói em noites sem
03799,03799.mp4,Laura Pausini,Inesquecível (Incancellabile),Às vezes me pergunto se eu viverei
03800,03800.mp4,Carnaval,Jardineira,Ó jardineira por que estás tão triste
03801,03801.mp4,Moraes Moreira,Lá Vem O Brasil Descendo A Ladeira,Quem desce do morro não morre
03802,03802.mp4,Carnaval,Mamãe Eu Quero,"Mamãe eu quero, mamãe eu quero"
03805,03805.mp4,Carnaval,Me Dá Um Dinheiro Aí,"Ei, você aí"
03806,03806.mp4,Só Pra Contrariar,Mineirinho,Eu não tenho culpa de
03808,03808.mp4,Toke Divinal,Pequena Princesa,Pequena princesa és a primavera
03809,03809.mp4,Titãs,Pra Dizer Adeus,Você apareceu do nada
03810,03810.mp4,Carnaval,"Quem Sabe, Sabe","Quem sabe sabe, conhece bem"
03811,03811.mp4,Chiquititas,Remexe (Rechufas),Tudo se transforma com magia
03812,03812.mp4,Carnaval,Saca Rolha,As águas vão rolar
03813,03813.mp4,Carnaval,Sassaricando,Sa-sassaricando
03814,03814.mp4,Karametade,Se Melhor Estraga,"Estava mal, de baixo astral"
03815,03815.mp4,Fábio Júnior,Só Você,Demorei muito pra te encontrar
03816,03816.mp4,Só Pra Contrariar,Tá Por Fora,Chega de plantar loucura
03817,03817.mp4,Carnaval,Taí,Taí
03818,03818.mp4,João Paulo e Daniel,Te Amo Cada Vez Mais,Pegue-me.
03819,03819.mp4,Zezé Di Camargo e Luciano,Toma Juízo,"Hoje estou aqui, vim falar de mim"
03820,03820.mp4,Negritude Júnior,Você Faz Falta,Falta alguma coisa no ar
03821,03821.mp4,Molejo,A Dança Da Vassoura,Diga aonde você vai que eu vou varrendo
03822,03822.mp4,Zezé Di Camargo e Luciano,A Gente Fica Sem Se Amar,Quando acordar de manhã
03823,03823.mp4,Banda Eva,Alô Paixão,Eu não vou perder você
03824,03824.mp4,Joana,Amanhã Talvez,Faz que desse jeito só você sabe fazer
03825,03825.mp4,Roberto Carlos,Amante À Moda Antiga,Eu sou aquele amante à moda antiga
03826,03826.mp4,Leandro e Leonardo,Anarriê,Em toda festa de São João
03827,03827.mp4,É O Tchan,Bambolê,Vem na pegada do bambo do bambo
03828,03828.mp4,Oswaldo Montenegro,Bandolins,Como fosse um par que nessa valsa triste
03829,03829.mp4,Netinho,Beijo Na Boca,Foi sem querer que eu beijei a sua boca
03830,03830.mp4,Peppino Di Capri,Champagne,Champagne
03831,03831.mp4,Elba Ramalho,Ciranda Da Rosa Vermelha,Teu beijo doce tem sabor do mel da cana
03832,03832.mp4,Fincabaute,Coisa De Maluco,É coisa de maluco alguém falou
03833,03833.mp4,Ivan Lins,Começar De Novo,Começar de novo e contar comigo
03834,03834.mp4,Negritude Júnior,Conto De Fadas,Não posso negar que você é meu conto
03835,03835.mp4,Milton Nascimento,Coração De Estudante,Quero falar de uma coisa
03836,03836.mp4,Kaoma,Dançando Lambada,"Morena, cintura de mola"
03837,03837.mp4,Caetano Veloso,Debaixo Dos Caracóis Dos Seus Cabelos,Um dia a areia branca seus pés irão tocar
03838,03838.mp4,Tom Jobim,Desafinado,Se você disser que eu desafino amor
03839,03839.mp4,Exaltasamba,Desliga E Vem,"Por favor, me diz quem é você"
03840,03840.mp4,Simone,"Espere Por Mim, Morena","Espere por mim, morena espere"
03841,03841.mp4,Marina,Gata Todo Dia,Eu sou uma gata e não gosto de água fria
03842,03842.mp4,Maria Bethânia,Grito De Alerta,Primeiro você me azucrina
03843,03843.mp4,Kiko Zambianchi,Hey Jude,"Hey Jude, não fique assim"
03844,03844.mp4,Ultraje a Rigor,Inútil,A gente não sabemos escolher presidente
03845,03845.mp4,Art Popular,Iraê,"Vejo você me olhar, ah que olhar"
03846,03846.mp4,Skank,Macaco Prego,Eu sou macaco prego
03847,03847.mp4,Cazuza,Maior Abandonado,"Eu tô perdido, sem pai nem mãe"
03848,03848.mp4,Agepê,Moro Onde Não Mora Ninguém,"Moro, onde não mora ninguém"
03849,03849.mp4,Maurício Mattar,Nada Apaga Essa Paixão,Como eu queria te encontrar mais uma vez
03850,03850.mp4,Gilberto Gil,Não Chores Mais,No woman no cry no woman no cry
03851,03851.mp4,Zezé Di Camargo e Luciano,No Dia Em Que Eu Saí De Casa,No dia em que saí de casa
03852,03852.mp4,Jorge Benjor,País Tropical,Moro num país tropical abençoado
03853,03853.mp4,Vanessa Rangel,Palpite,Tô com saudades de você debaixo
03854,03854.mp4,Belchior,Paralelas,Dentro do carro
03855,03855.mp4,Chitãozinho e Xororó,Pensando Em Minha Amada,Imagine um rapaz apaixonado
03856,03856.mp4,Amado Batista,Princesa,Ao te ver pela primeira vez
03857,03857.mp4,Fundo de Quintal,Responde,Responde se me quer de verdade
03858,03858.mp4,Heróis Da Resistência,Só Pro Meu Prazer,Não fala nada deixa tudo assim por mim
03859,03859.mp4,Zezé Di Camargo e Luciano,Vem Cuidar De Mim,Eu já fiz de tudo prá não te perder
03860,03860.mp4,Luiz Gonzaga,Xote Das Meninas,Mandacaru quando fura lá na cerca
03861,03861.mp4,Fundo de Quintal,A Amizade,"Lá lá iá, lá lá iá lá lá iá, lá lá iá lá lá"
03862,03862.mp4,Chitãozinho e Xororó,A Minha Vida,"Eu sei, eu aprendi a me aceitar do"
03863,03863.mp4,Gilberto Gil,Aquele Abraço,Este samba vai pra Dorival Caymmi
03864,03864.mp4,Chiquititas,Berlinda (Berlin),Neste jogo só se diz  a verdade se
03865,03865.mp4,Tim Maia,Bons Momentos,"Bons momentos eu passei, fui feliz"
03866,03866.mp4,Gilson,Casinha Branca,Eu tenho andado tão sozinho
03867,03867.mp4,Caetano Veloso,"Chuva, Suor E Cerveja",Não se perca de mim não se esqueça
